region,anos,mes,trigo,maiz_a_duro,maiz_amilaceo,arroz_cascara,cebada_grano,quinua,esparrago,alcachofa,aji,piquillo,pimiento,tomate,zapallo,arveja_verde,zanahoria,ajo,cebolla,maiz_choclo,palta,platano,mango,papaya,pina,granadilla,limon_sutil,naranja,mandarina,tangelo,uva,manzana,melocoton,tuna,aceituna,palma_aceitera,papa,yuca,camote,oca,olluco,cafe_pergamino,cacao,paprika,frijol_grano_seco,pallar_grano_seco,haba_seca,arveja_seca,cana_para_azucar,alfalfa,maiz_chala,cebada_forrajera,avena_forrajera,algodon_rama,oregano,arandano,allsky_sfc_sw_dwn,gwetroot,prectotcorr,ps,rh2m,t2m,t2m_max,t2m_min,ts,ws2m,amplitud_termica,riesgo_helada,estres_calor,vpd_kpa
Ica,2020,Enero,0.0,0.7685014629037213,0.0,-0.0013179181456576604,0.0,0.0,1.500383976885352,0.0,1.8459167252204265,0.0,0.1592072072072072,35.5123243820025,1.4411236023520098,-0.11929688634932932,0.0,0.2898550724637682,5.23730502673675,0.6636429215509468,-0.11196434881786975,-0.07117278603206581,2.5682128657355485,-0.3996706011528959,-0.3114104595879556,-0.3379061371841155,0.08239082449686216,-0.03285880650209489,-0.021120186697782962,0.0,31.77212183555074,0.0,0.6512006512006511,3371533659319302.0,0.0,0.0,-0.10607940941072963,-0.18014121944458034,1.0889039845458213,0.0,0.0,-0.016632420775175228,-0.03053269870988585,1.7283223374175303,-0.30536910347791746,23.45,0.0,0.0,0.0,0.03559130541505459,0.0,0.0,0.0,1432.79,0.0,0.0,22.25,0.33,0.12,95.82,78.45,21.96,27.55,18.21,23.95,2.99,9.34,0,0,0.5683609105395417
Ica,2020,Febrero,0.0,1.1530584364576097,0.057640021750951495,-0.0013179181456576604,0.0,0.0,1.5278650631724349,0.0,0.64099367619393,0.0,0.0,13.769055664236182,0.6759284647960274,-0.03302503510725873,0.0,0.24396135265700486,1.00320613208353,-0.17134355275022542,-0.09063458173130853,-0.07106534038445397,9.840815577530838,-0.3838803707044167,-0.3114104595879556,-0.3927797833935018,0.14402250595109284,-0.03285880650209489,0.12823803967327888,0.0,20.136270053172574,10.885625278148616,33.98453398453398,3779241366991664.5,0.0,0.0,-0.10607940941072963,-0.137742771880045,2.0361092831214043,0.0,0.0,-0.016632420775175228,-0.03053269870988585,2.8139726672950043,-0.35952577098033517,30.95,0.0,0.0,0.0,0.07593800741680662,0.0,0.0,0.0,505.7000000000001,0.0,0.0,23.67,0.33,0.16,95.77,79.22,22.85,27.98,19.51,24.72,2.84,8.469999999999999,0,0,0.5785065136603835
Ica,2020,Marzo,0.0,0.7676430742608636,0.0,-0.0013179181456576604,0.0,0.0,1.485562215660681,0.0,1.0384037111750795,0.0,0.0,10.814476258225154,0.2934527617828958,-0.074359595176989,0.7148936170212766,0.0,0.25555663122647365,-0.17134355275022542,0.9194653169099782,-0.07050125073449173,3.409744112549699,-0.39371005058625147,-0.3114104595879556,-0.3927797833935018,0.2582834884224194,-0.03285880650209489,5.829521586931155,0.0,10.654166446059712,21.64485981308406,9.930809930809929,1002754604531711.4,1586.65,0.0,-0.10027923617683225,-0.13500317988356733,1.53034580847857,0.0,0.0,-0.016632420775175228,-0.03053269870988585,2.811616399622997,-0.35952577098033517,16.00000000000001,0.0,0.0,0.0,0.05032886665944285,0.0,0.0,0.0,2198.23,0.0,0.0,22.84,0.33,0.2,95.82,78.16,22.62,27.86,19.17,24.34,2.7,8.689999999999998,0,0,0.5995996848700633
Ica,2020,Abril,0.0,1.0019922813328919,0.12887438825448588,-0.0013179181456576604,0.0,0.0,1.4941967533043554,0.0,0.6765036983310289,0.0,0.0,1.910190289880843,0.7678152515004726,0.05502881216405984,0.0,0.0,5.020805120699769,-0.17134355275022542,1.4819482033691738,-0.07060533870561571,0.4418799062085835,-0.3899454923336339,-0.3114104595879556,-0.3927797833935018,1.7173616100411162,-0.03285880650209489,13.488424737456244,0.0,1.635885062513707,42.99065420560737,0.0,0.0,2891.8,0.0,-0.09818644317488523,-0.1509189048154852,1.4797163903453838,0.0,0.0,-0.016632420775175228,-0.03053269870988585,1.3741753063147972,-0.35952577098033517,25.25,0.0,0.0,0.0,0.06181402595886902,0.0,0.0,0.0,2794.75,0.0,0.0,22.14,0.33,0.04,95.9,73.38,21.48,27.26,16.69,22.83,2.7,10.57,0,0,0.6817912619593094
Ica,2020,Mayo,0.0,-0.2561219959243616,0.0,-0.0013179181456576604,0.0,0.0,1.4264899950577232,0.0,1.4850744577166304,0.0,0.0,4.117197225680239,0.6977424367059688,0.23574645295627328,0.0,0.0,4.532252094236365,-0.17134355275022542,4.47144016132753,-0.07071949970620331,-0.014231827913141029,-0.381266094140099,-0.3114104595879556,-0.3927797833935018,0.19336247565462006,-0.005945562301939681,16.87561260210035,0.0,-0.03452057695653159,24.370271473075153,0.0,0.0,2232.63,0.0,-0.10071801996757625,-0.15851148834858045,2.682828454369839,0.25679012345679014,0.0,-0.016632420775175228,-0.03053269870988585,5.372879359095193,-0.35952577098033517,6.299999999999997,0.0,0.0,0.0,0.06311535451694616,0.0,0.0,0.0,2463.628999999999,0.0,0.0,15.79,0.32,0.03,95.9,69.33,20.0,25.6,15.49,20.76,2.54,10.11,0,0,0.717127383446827
Ica,2020,Junio,0.5476081018956706,5.866352075957147,0.0,-0.0013179181456576604,2.268346923647183,0.0,0.0,0.0,1.864049502481924,0.0,0.0,2.183496354259297,2.240075556774214,0.16589995641857536,0.0,0.0,4.349565207487433,0.3635491433724076,3.126952319083163,-0.07158410140182994,-0.014231827913141029,-0.3843509404859939,-0.3114104595879556,-0.3927797833935018,1.1154139796580829,0.24356435953266523,14.91978996499417,1333.9,-0.03421803026979599,0.38718291054738746,0.0,0.0,1.5,0.0,-0.10416795752230103,-0.15864194511031748,4.756299488398751,0.151440329218107,0.0,-0.016632420775175228,-0.03053269870988585,0.0,-0.35952577098033517,0.0,0.0,0.0,0.0,0.029891265662623366,0.0,0.0,0.0,938.6900000000024,0.0,0.0,12.75,0.32,0.0,95.94,72.46,17.99,24.05,13.9,18.7,3.12,10.15,0,0,0.568046719737022
Ica,2020,Julio,1.077638659779875,0.6763351131046573,0.1837955410549208,-0.0013179181456576604,0.7261675315048304,0.0,3.083810368643156,0.5193423083062839,3.697575496573661,0.0,0.0,2.2473768451004767,3.7715260640404606,0.18565686891675945,0.0,0.0,1.8122675838975857,1.9740126239855724,2.5967840297601072,-0.07137827583312348,-0.014231827913141029,-0.3657372913480516,-0.3114104595879556,-0.3927797833935018,0.8927089374594243,1.7329427930905152,20.750221703617274,19477.3,0.05170522876311351,0.24922118380061842,0.0,0.0,76.35000000000036,0.0,0.5683175649693532,-0.09535736999168336,2.921964888445454,0.0,0.0,-0.016632420775175228,-0.03053269870988585,0.18025447690857632,-0.28685841183423394,0.0,0.0,0.0,0.0,0.03848573473735226,0.0,0.0,0.0,208.2999999999993,0.0,0.04153153153153153,13.58,0.32,0.0,95.91,68.67,17.13,23.99,13.47,17.81,3.02,10.52,0,0,0.6120900752230662
Ica,2020,Agosto,0.0,0.48348683386650504,0.15062533985861853,-0.0013179181456576604,0.0,0.0,1.2836131844736465,1.191933166604586,1.676677470779785,0.0,0.3567567567567568,4.3759203272274645,2.7759802577460935,0.004474359595176938,0.0,0.0,5.461517872905051,7.576357078449053,0.6901364639562924,-0.07076314950054563,-0.014231827913141029,-0.37421800452269843,-0.3114104595879556,-0.3927797833935018,0.6356909759792253,1.2343245836095087,10.043047841306889,7208.699999999997,-0.02060342936669413,12.269692923898493,0.0,0.0,73.73999999999978,0.0,1.5821960734506926,-0.0539764851686969,1.6731059078268635,0.0,0.0,-0.016632420775175228,-0.03053269870988585,0.0,-0.3446828324796726,209.19,0.0,0.0,0.0,0.07399858039949404,0.0,0.0,0.0,10.39999999999964,0.0,0.272981981981982,15.62,0.32,0.01,95.95,66.76,17.29,23.4,12.52,18.49,3.22,10.88,0,0,0.6560126763441503
Ica,2020,Septiembre,0.0,0.42068443402133443,0.04404567699836857,-0.0013179181456576604,0.0,0.0,2.0441104535489356,3.639653062310433,2.6280438510996778,0.0,0.34774774774774775,5.090556642361729,2.89132620418609,-0.020512323858408798,0.0,0.0,3.0843332327264665,36.72333633904418,-0.1131662642648109,-0.07120636279694452,-0.01423182791313732,-0.325111433538554,-0.3114104595879556,-0.3927797833935018,0.3238623674529323,0.6394342838571511,1.371127187864637,2548.519000000004,-0.01999833599323174,0.0,0.0,0.0,0.0,0.0,1.097752372881893,0.0033983986432497017,1.7783132018595982,0.0,0.0,-0.016632420775175228,-0.03053269870988585,0.24505183788878357,-0.1116658906121271,402.8490000000001,0.0,0.0,0.0,0.01585561272339519,0.0,0.0,0.0,27.84899999999834,0.0,0.8048648648648649,20.42,0.32,0.02,95.93,67.25,17.45,23.34,12.88,18.96,3.16,10.46,0,0,0.6529099272791132
Ica,2020,Octubre,0.0,0.44317558259998374,0.05785753126699283,-0.0013179181456576604,0.0,0.0,2.0768308600828793,33.45500984409087,1.4288628482059882,0.0,0.39207207207207206,13.118072203450115,1.7413521006611223,-0.08524914047745875,0.0,0.0,8.122395658339075,21.895383228133454,-0.1131662642648109,-0.07092263913371948,-0.014231827913141029,-0.3492673489928499,-0.3114104595879556,-0.3927797833935018,-0.004797230036788698,-0.024600907305394548,0.7284714119019836,0.0,0.3572773823660663,0.0,3.1949531949531944,0.0,0.0,0.0,0.2168232961969703,0.1411998760660765,1.5926507737703526,0.0,0.0,-0.016632420775175228,-0.03053269870988585,0.2544769085768132,0.02160535835810822,1107.029,0.0,0.0,0.0,0.14651439406230077,0.0,0.0,0.0,68.38999999999942,0.0,3.5004504504504506,23.51,0.32,0.05,95.85,66.83,18.82,24.54,14.29,20.74,3.04,10.25,0,0,0.7207068643656978
