region,anos,mes,trigo,maiz_a_duro,maiz_amilaceo,arroz_cascara,cebada_grano,quinua,esparrago,alcachofa,aji,piquillo,pimiento,tomate,zapallo,arveja_verde,zanahoria,ajo,cebolla,maiz_choclo,palta,platano,mango,papaya,pina,granadilla,limon_sutil,naranja,mandarina,tangelo,uva,manzana,melocoton,tuna,aceituna,palma_aceitera,papa,yuca,camote,oca,olluco,cafe_pergamino,cacao,paprika,frijol_grano_seco,pallar_grano_seco,haba_seca,arveja_seca,cana_para_azucar,alfalfa,maiz_chala,cebada_forrajera,avena_forrajera,algodon_rama,oregano,arandano,allsky_sfc_sw_dwn,gwetroot,prectotcorr,ps,rh2m,t2m,t2m_max,t2m_min,ts,ws2m,amplitud_termica,riesgo_helada,estres_calor,vpd_kpa
Piura,2021,Febrero,0.0,563.0,0.0,91983.0,0.0,0.0,0.0,0.0,0.0,2625.0,1240.0,100.0,0.0,318.0,96.0,0.0,150.0,216.0,701.0,53567.0,183435.0,327.0,0.0,105.0,14233.0,323.0,0.0,0.0,18173.0,0.0,0.0,0.0,0.0,0.0,2779.0,514.0,1300.0,0.0,0.0,0.0,277.0,643.0,0.0,0.0,34.0,14.0,71446.07,893.0,0.0,0.0,0.0,0.0,0.0,586.0,15.66,0.53,1.21,91.41,62.92,24.43,34.62,17.54,26.48,1.89,17.08,0,1,1.135279574161169
Piura,2021,Marzo,0.0,594.0,0.0,88513.0,0.0,0.0,0.0,0.0,0.0,540.0,1840.0,100.0,0.0,318.0,154.0,2.0,375.0,270.0,2201.0,79876.0,215109.0,465.0,0.0,173.0,14233.0,543.0,0.0,0.0,19173.0,0.0,0.0,0.0,0.0,0.0,3925.0,443.0,1296.0,63.0,77.0,0.0,579.0,100.0,0.0,0.0,90.0,14.0,82656.64000000001,1349.0,0.0,0.0,0.0,0.0,0.0,661.0,15.11,0.58,4.29,91.46,73.66,23.21,33.19,17.49,24.44,1.38,15.7,0,1,0.7494329177897083
Piura,2021,Abril,0.0,791.0,0.0,88513.0,0.0,0.0,0.0,0.0,0.0,720.0,2390.0,225.0,0.0,354.0,203.0,2.0,750.0,270.0,4089.0,112015.0,215609.0,551.0,0.0,243.0,14233.0,834.0,0.0,0.0,19473.0,0.0,0.0,0.0,0.0,0.0,5194.0,549.0,2521.0,218.0,166.0,0.0,895.0,100.0,0.0,0.0,123.0,14.0,121191.49,1803.0,0.0,0.0,0.0,0.0,0.0,661.0,15.32,0.54,0.75,91.44,64.52,24.1,35.69,17.6,25.59,1.42,18.09,0,1,1.06503021390308
Piura,2021,Junio,642.0,15267.0,1879.0,238591.0,13.0,0.0,0.0,0.0,0.0,2020.0,3500.0,746.0,195.0,768.0,323.0,2.0,1590.0,450.0,6598.0,172135.0,216169.0,691.0,0.0,392.0,14233.0,1341.0,0.0,0.0,19473.0,0.0,0.0,0.0,0.0,0.0,10045.0,1248.0,4079.0,535.0,393.0,1454.0,1283.0,100.0,824.0,0.0,294.0,183.0,182815.9680000001,2738.0,0.0,0.0,0.0,0.0,0.0,681.0,14.69,0.52,0.22,91.58,57.6,23.9,35.54,16.58,25.54,1.43,18.96,0,1,1.257565802578791
Piura,2021,Julio,4132.0,29154.0,5409.0,432135.0,178.0,0.0,0.0,0.0,0.0,3903.0,4450.0,1024.0,195.0,775.0,323.0,10.0,2150.0,540.0,7261.0,205011.0,216469.0,849.0,0.0,448.0,14233.0,1566.0,0.0,0.0,21273.0,0.0,0.0,0.0,0.0,0.0,13847.0,2278.0,4867.0,659.0,607.0,3422.0,1454.0,602.0,1883.0,0.0,416.0,1044.0,207251.1680000001,3188.0,0.0,0.0,0.0,0.0,0.0,1021.0,16.83,0.52,0.14,91.53,51.84,24.65,36.19,15.95,26.46,1.3,20.24,0,1,1.494034918377673
Piura,2021,Agosto,7995.0,31630.0,9576.0,440535.0,324.0,0.0,0.0,0.0,0.0,6103.0,5750.0,1024.0,195.0,775.0,443.0,10.0,2575.0,870.0,7309.0,235693.0,216869.0,954.0,0.0,504.0,14233.0,1745.0,0.0,0.0,23519.0,0.0,0.0,0.0,0.0,0.0,20195.0,2956.0,5397.0,684.0,632.0,4828.0,1472.0,1435.0,2393.0,0.0,499.0,1542.0,231447.7880000001,3651.0,0.0,0.0,0.0,0.0,0.0,2345.0,16.23,0.51,0.38,91.56,53.0,24.31,36.45,16.26,26.37,1.58,20.19,0,1,1.428702233995672
Piura,2021,Septiembre,10474.0,32216.0,15080.0,440535.0,376.0,0.0,0.0,0.0,0.0,9503.0,6900.0,1044.0,195.0,893.0,443.0,10.0,3120.0,870.0,7309.0,267975.0,218519.0,1287.0,0.0,560.0,14233.0,1900.0,0.0,0.0,26809.0,0.0,0.0,0.0,0.0,0.0,26415.0,4105.0,5952.0,684.0,632.0,4848.0,1540.0,2136.0,3129.0,0.0,507.0,2536.0,261835.058,4116.0,0.0,0.0,0.0,1952.0,0.0,3485.0,17.63,0.52,0.59,91.54,52.48,24.42,36.8,15.97,26.68,1.55,20.83,0,1,1.454051215641002
Piura,2021,Octubre,10864.0,33258.0,16180.0,440535.0,377.0,0.0,0.0,0.0,0.0,13503.0,8200.0,1054.0,195.0,953.0,503.0,51.0,3320.0,960.0,7323.0,300122.0,230119.0,1642.0,0.0,616.0,14233.0,2055.0,0.0,0.0,63837.0,0.0,0.0,0.0,0.0,0.0,28646.0,6012.0,7197.0,684.0,632.0,4848.0,1540.0,2136.0,3340.0,0.0,507.0,2717.0,295251.2280000001,4585.0,0.0,0.0,0.0,2510.0,0.0,4475.0,17.29,0.53,1.55,91.51,59.54,23.7,35.9,16.96,25.79,1.73,18.94,0,1,1.185684918528261
Piura,2021,Noviembre,10864.0,50353.0,16180.0,441075.0,377.0,0.0,0.0,0.0,0.0,16003.0,10000.0,1505.0,195.0,1161.0,533.0,144.0,3607.0,1092.0,7329.0,332694.0,255111.0,2024.0,0.0,675.0,14233.0,2173.0,0.0,0.0,143237.0,0.0,0.0,0.0,0.0,0.0,30112.0,6592.0,9299.0,684.0,632.0,4848.0,1540.0,2156.0,3910.0,0.0,507.0,2717.0,330949.632,5065.0,0.0,0.0,0.0,2764.0,0.0,5798.0,17.99,0.53,1.47,91.52,59.5,22.91,33.19,16.18,25.14,1.99,17.01,0,1,1.13160605845184
Piura,2021,Diciembre,11268.0,72313.0,17595.0,582407.0,366.0,0.0,0.0,0.0,0.0,16303.0,10380.0,2182.0,195.0,1253.0,571.0,251.0,3914.0,1312.0,5973.0,363833.0,293029.0,2412.0,0.0,730.0,14233.0,2291.0,0.0,0.0,224237.0,0.0,0.0,0.0,0.0,0.0,28774.0,6125.8,11133.0,909.0,952.0,4852.0,1481.9,2452.0,5246.0,0.0,533.0,3295.0,363412.649,5495.0,0.0,0.0,0.0,5372.0,0.0,7588.0,16.51,0.54,1.57,91.46,64.73,22.94,33.31,16.51,24.95,1.99,16.8,0,1,0.9872660276552556
Puno,2021,Enero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,619.0,946.0,0.0,359.0,109.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26978.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.51,4.55,63.67,74.48,9.47,17.96,2.07,13.86,3.6,15.89,0,0,0.3024087066351834
Puno,2021,Febrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,13.8,1345.0,1764.0,0.0,770.0,109.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147176.0,0.0,0.0,0.0,0.0,0.0,0.0,22.64,0.52,2.93,63.75,75.02,9.28,16.52,3.55,13.88,4.08,12.97,0,0,0.2922460005168891
Puno,2021,Marzo,0.0,85.1,0.0,0.0,1053.0,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,17.0,0.0,189.2,91.8,1921.0,2792.0,0.0,1167.0,109.0,247.0,0.0,25.0,4.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,83672.3,1856.0,0.0,217.0,779.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,505604.0,0.0,4384.0,8232.0,0.0,0.0,0.0,20.74,0.53,2.84,63.75,77.0,8.94,15.3,2.41,13.29,3.89,12.89,0,0,0.2629769062615391
Puno,2021,Abril,551.72,2751.7,2624.85,130.8,14063.4,30210.6,0.0,0.0,0.0,0.0,0.0,0.0,953.4,0.0,131.0,0.0,4286.3,105.8,2210.0,3812.0,0.0,1553.0,109.0,346.0,0.0,839.0,168.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,603778.3,6641.0,1128.0,17890.88,11189.24,190.0,5.0,0.0,483.4000000000001,0.0,10628.59,730.0299999999999,0.0,1025497.0,0.0,178990.8,1204676.0,0.0,4.0,0.0,21.57,0.53,1.26,63.79,66.21,9.37,16.59,2.47,12.79,2.91,14.12,0,0,0.3977204215870229
Puno,2021,Junio,1720.54,4309.2,6494.75,146.6,30268.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,105.8,2210.0,5880.5,0.0,2375.1,109.0,524.0,0.0,16008.0,3738.7,0.0,0.0,0.0,387.2,0.0,0.0,0.0,939813.3,35130.8,2211.6,30250.13,19629.34,5798.8,292.0,0.0,659.03,0.0,12853.17,1042.78,0.0,1486209.2,0.0,323784.8,2378106.39,0.0,17.0,0.0,19.65,0.46,0.6,63.85,56.78,7.91,15.81,2.04,10.27,2.24,13.77,0,0,0.4608012251621663
Puno,2021,Julio,1720.54,4309.2,6494.75,146.6,30268.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,105.8,2210.0,6813.7,0.0,2775.1,109.0,606.0,0.0,23024.0,6211.2,0.0,0.0,0.0,446.5,0.0,0.0,0.0,939813.3,36294.8,2211.6,30250.13,19629.34,7467.8,488.5,0.0,659.03,0.0,12853.17,1042.78,0.0,1486209.2,0.0,323784.8,2378106.39,0.0,18.0,0.0,20.16,0.44,0.03,63.9,57.2,8.01,14.5,1.8,10.35,2.43,12.7,1,0,0.4594428190224773
Puno,2021,Agosto,1720.54,4309.2,6494.75,146.6,30268.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,105.8,2210.0,7775.7,0.0,3187.1,109.0,682.1,0.0,28024.5,7931.2,0.0,0.0,0.0,491.3,0.0,0.0,0.0,939813.3,36294.8,2211.6,30250.13,19629.34,8316.0,681.1,0.0,659.03,0.0,12853.17,1042.78,0.0,1486209.2,0.0,323784.8,2378106.39,0.0,18.0,0.0,22.37,0.41,0.18,63.88,58.56,8.28,16.84,2.27,11.66,2.93,14.57,0,0,0.4530897815994205
Puno,2021,Septiembre,1720.54,4309.2,6494.75,146.6,30268.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,105.8,2210.0,8755.5,0.0,3659.3,1297.1,751.3,0.0,28031.3,7931.2,0.0,0.0,0.0,507.2,0.0,0.0,0.0,939813.3,36294.8,2211.6,30250.13,19629.34,8313.5,750.1,0.0,659.03,0.0,12853.17,1042.78,0.0,1486225.7,0.0,323784.8,2378106.39,0.0,20.0,0.0,24.06,0.39,0.89,63.91,68.47,9.43,16.91,3.86,13.8,3.72,13.05,0,0,0.3726218410955706
Puno,2021,Octubre,1720.54,4309.2,6494.75,146.6,30268.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,105.8,2210.0,9741.2,0.0,4072.4,5400.1,835.4,0.0,28031.3,7931.2,0.0,0.0,0.0,507.2,0.0,0.0,0.0,939813.3,36294.8,2211.6,30250.13,19629.34,8313.5,750.1,0.0,659.03,0.0,12853.17,1042.78,0.0,1486225.7,0.0,323784.8,2378106.39,0.0,20.0,0.0,27.42,0.43,2.91,63.83,63.0,10.57,19.14,3.57,15.52,3.33,15.57,0,0,0.4719791027853067
Puno,2021,Noviembre,1720.54,4309.2,6494.75,146.6,30268.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,105.8,2309.0,10752.4,0.0,4487.6,11995.1,906.4,0.0,28031.3,7931.2,0.0,0.0,0.0,507.2,0.0,0.0,0.0,939813.3,36294.8,2211.6,30250.13,19629.34,8313.5,750.1,0.0,659.03,0.0,12853.17,1042.78,0.0,1491731.7,0.0,323784.8,2378106.39,0.0,20.0,0.0,25.45,0.44,2.44,63.71,67.65,10.49,16.81,3.87,15.47,3.17,12.94,0,0,0.4104659163949843
Puno,2021,Diciembre,1720.54,4309.199999999999,6494.75,146.6,29228.235,41336.709,0.0,0.0,0.0,0.0,0.0,0.0,1108.7,0.0,155.9,0.0,6086.400000000001,169.8,2486.0,11925.3,0.0,5030.3,23297.1,1006.8,0.0,28031.3,7931.2,0.0,0.0,0.0,507.2,0.0,0.0,0.0,957129.9,36294.8,2211.6,30250.13,19629.34,8313.5,750.1,0.0,659.03,0.0,12863.39,1042.78,0.0,1733971.9,0.0,324007.8,2378106.39,0.0,20.0,0.0,21.3,0.5,4.98,63.71,70.34,10.04,17.18,3.21,15.12,3.34,13.97,0,0,0.3651791497727755
San Martin,2021,Enero,0.0,18027.0,0.0,54439.408,0.0,0.0,0.0,0.0,18.0,0.0,0.0,291.5,0.0,0.0,0.0,0.0,0.0,0.0,49.0,34307.0,57.35,2336.5,644.5,0.0,331.3,994.5,12.5,0.0,65.0,0.0,0.0,0.0,0.0,38165.3,0.0,8375.0,0.0,0.0,0.0,554.5,3533.2,0.0,33.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94,0.57,1.91,90.21,76.92,22.61,30.54,17.16,22.59,0.01,13.38,0,0,0.6332586171016521
San Martin,2021,Febrero,0.0,52880.0,0.0,125403.297,0.0,0.0,0.0,0.0,18.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,69964.0,63.35,4420.5,1223.5,0.0,331.3,2632.5,44.5,0.0,141.0,0.0,0.0,0.0,0.0,69576.02,0.0,18366.0,0.0,0.0,0.0,4788.2,7613.1,0.0,54.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.57,2.9,90.18,77.5,23.11,30.38,17.67,23.06,0.03,12.71,0,0,0.6363205432350671
San Martin,2021,Marzo,0.0,58130.0,0.0,185375.217,0.0,0.0,0.0,0.0,96.0,0.0,0.0,729.5,0.0,0.0,0.0,0.0,0.0,0.0,149.5,104328.0,63.55,6513.5,2322.8,0.0,331.3,14179.5,70.5,0.0,195.0,0.0,0.0,0.0,0.0,103274.52,0.0,27671.0,0.0,0.0,0.0,12637.9,14097.0,0.0,283.2190000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.13,0.63,5.17,90.27,85.84,21.13,27.82,16.45,21.0,0.06,11.37,0,0,0.3549702322738355
San Martin,2021,Abril,0.0,59366.0,0.0,265315.607,0.0,0.0,0.0,0.0,98.5,0.0,0.0,919.5,0.0,0.0,0.0,0.0,0.0,0.0,186.5,139328.0,63.55,8309.5,3295.3,0.0,331.3,15659.5,116.0,0.0,280.0,0.0,0.0,0.0,0.0,133835.31,0.0,41413.0,0.0,0.0,0.0,36480.5,18680.3,0.0,474.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07,0.61,1.56,90.35,83.39,21.83,29.31,17.16,21.73,0.05,12.15,0,0,0.4346128355447396
San Martin,2021,Junio,0.0,92126.0,0.0,432680.471,0.0,0.0,0.0,0.0,106.0,0.0,0.0,1357.5,0.0,0.0,0.0,0.0,0.0,0.0,222.5,208727.0,63.55,12682.3,7149.8,0.0,331.3,28050.0,327.0,0.0,577.0,0.0,0.0,0.0,0.0,197017.53,0.0,70257.0,0.0,0.0,0.0,73867.0,30677.0,0.0,598.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.96,0.6,5.46,90.55,81.32,21.19,29.15,15.43,21.01,0.09,13.72,0,0,0.4700068096002137
San Martin,2021,Julio,0.0,123170.0,0.0,507275.311,0.0,0.0,0.0,0.0,129.5,0.0,0.0,1520.65,0.0,0.0,0.0,0.0,0.0,0.0,224.8,242795.0,63.55,14989.3,8287.3,0.0,331.3,40369.5,354.0,0.0,634.0,0.0,0.0,0.0,0.0,230513.05,0.0,77648.85,0.0,0.0,0.0,82514.0,36243.3,0.0,639.9540000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,0.58,0.67,90.62,75.14,21.44,30.09,14.93,21.27,0.09,15.16,0,0,0.635157224879523
San Martin,2021,Agosto,0.0,128116.0,0.0,570892.228,0.0,0.0,0.0,0.0,144.5,0.0,0.0,1810.65,0.0,0.0,0.0,0.0,0.0,0.0,226.8,274049.0,63.55,16849.3,9638.8,0.0,331.3,44387.0,368.0,0.0,680.0,0.0,0.0,0.0,0.0,262827.67,0.0,85376.85,0.0,0.0,0.0,85597.7,41672.7,0.0,1613.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18,0.54,0.29,90.5,66.18,23.48,32.96,15.8,23.32,0.06,17.16,0,1,0.9780570341925476
San Martin,2021,Septiembre,0.0,129254.0,0.0,635926.537,0.0,0.0,0.0,0.0,157.0,0.0,0.0,2133.62,0.0,0.0,0.0,0.0,0.0,0.0,228.25,314355.0,63.55,19224.3,11113.8,0.0,331.3,58334.5,378.0,0.0,761.0,0.0,0.0,0.0,0.0,303236.84,0.0,74936.15000000001,0.0,0.0,0.0,92771.0,46931.3,0.0,2643.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.35,0.53,0.97,90.46,65.07,23.95,32.73,17.48,23.87,0.04,15.25,0,1,1.03912444144655
San Martin,2021,Octubre,0.0,131709.0,0.0,706281.627,0.0,0.0,0.0,0.0,174.5,0.0,0.0,2537.6,0.0,0.0,0.0,0.0,0.0,0.0,320.35,349672.5,193.55,21093.3,12368.8,0.0,331.3,64646.5,387.0,0.0,844.0,0.0,0.0,0.0,0.0,351103.41,0.0,82104.1,0.0,0.0,0.0,93026.3,52147.707,0.0,3162.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,0.53,0.69,90.29,62.56,25.11,32.87,18.47,25.07,0.02,14.4,0,1,1.193770119278867
San Martin,2021,Noviembre,0.0,142569.0,0.0,792214.5769999999,0.0,0.0,0.0,0.0,244.5,0.0,0.0,2891.6,0.0,0.0,0.0,0.0,0.0,0.0,536.5,387535.5,554.05,22645.3,13757.8,0.0,331.3,67480.0,394.0,0.0,910.0,0.0,0.0,0.0,0.0,399828.89,0.0,93144.4,0.0,0.0,0.0,93106.3,57111.90699999999,0.0,3420.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.53,0.73,90.19,64.04,24.47,31.57,18.46,24.45,0.01,13.11,0,0,1.103625916476027
San Martin,2021,Diciembre,0.0,155105.5,0.0,875717.877,0.0,0.0,0.0,0.0,755.0,0.0,0.0,3305.55,0.0,0.0,0.0,0.0,0.0,0.0,712.25,423930.5,1181.65,24278.5,15791.8,0.0,331.3,76746.25,449.3,0.0,1037.0,0.0,0.0,0.0,0.0,456096.37,0.0,105246.4,0.0,0.0,0.0,77785.6,61230.207,0.0,3827.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,0.53,1.07,90.14,67.7,24.61,33.32,18.71,24.6,0.01,14.61,0,1,0.999629607717659
Ica,2022,Enero,0.0,10066.067,5.42,0.0,0.0,0.0,10894.8,0.0,375.0,0.0,0.0,15360.007,506.4,4.86,0.0,0.0,4873.91,74.375,22.4,198.52,205.23,0.0,0.0,13.1,0.0,0.0,0.0,0.0,156655.95,0.0,0.0,274.19,0.0,0.0,146.25,0.0,1784.67,0.0,0.0,0.0,0.0,0.0,0.0,82.6,0.0,0.0,0.0,13412.57,0.0,0.0,0.0,1013.554,0.0,12.0,25.12,0.33,0.3,95.84,77.84,21.04,26.65,17.35,22.87,3.19,9.299999999999997,0,0,0.5524578511155938
Ica,2022,Febrero,0.0,25158.747,18.42,0.0,11.0,6.35,22234.41,0.0,996.9,0.0,0.0,24807.007,1227.25,34.24,0.0,0.0,6027.31,74.375,307.0,420.549,2979.03,44.85,0.0,13.1,80.4,0.0,0.0,0.0,243484.29,98.25,421.12,682.49,0.0,0.0,429.65,0.0,4662.870000000001,0.0,6.15,0.0,0.0,335.63,0.0,118.64,0.0,0.0,0.0,27106.45,0.0,0.0,0.0,1469.616,0.0,12.0,23.77,0.33,0.45,95.81,78.37,20.83,26.13,17.22,22.42,2.86,8.91,0,0,0.532330155703602
Ica,2022,Abril,20.27,70046.867,57.3,0.0,101.4,14.11,49572.81,0.0,2061.9,0.0,41.0,29385.127,1698.65,64.83,0.0,0.0,18160.81,74.375,19329.64,877.629,6943.900000000001,94.05,0.0,13.1,80.4,0.0,47971.5,0.0,304765.219,868.4,503.02,937.7,5648.799999999999,0.0,517.05,91.8,8434.77,0.0,12.52,0.0,0.0,744.78,0.0,321.27,0.0,0.0,0.0,54180.54999999999,0.0,0.0,0.0,8813.457,0.0,30.0,20.9,0.33,0.14,95.78,72.61,19.67,25.45,14.67,20.6,2.91,10.78,0,0,0.6274677807866447
Ica,2022,Mayo,65.48,95310.237,87.1,0.0,172.56,21.51,49572.81,0.0,2275.1,0.0,85.0,31049.127,2714.65,148.53,60.0,0.0,23543.97,74.375,44282.64,1105.329,6943.900000000001,150.7,0.0,13.1,80.4,328.95,89937.45000000001,0.0,305065.219,1157.43,503.02,937.7,5769.099999999999,0.0,594.25,833.3999999999999,9416.92,0.0,12.52,0.0,0.0,1082.88,0.0,321.27,0.0,0.0,0.0,58188.06999999999,0.0,0.0,0.0,12031.347,0.0,30.0,17.94,0.33,0.09,95.91,68.45,18.49,24.61,13.58,18.98,2.62,11.03,0,0,0.6715020207917983
Ica,2022,Junio,65.48,126861.588,172.43,0.0,172.56,21.51,63944.91,0.0,2380.1,0.0,85.0,33338.327,7364.950000000001,148.53,116.58,0.0,31379.73,121.385,66850.29000000001,1322.53,7180.900000000001,174.65,0.0,13.1,558.34,3222.46,128412.26,1167.6,305215.219,1173.68,548.12,948.13,5851.099999999999,0.0,791.78,3318.95,12430.97,0.0,12.52,0.0,0.0,1414.33,8.68,321.27,0.0,0.0,0.0,77883.44,0.0,0.0,0.0,14934.35,0.0,99.3,14.47,0.33,0.02,95.99,71.14,17.01,23.94,11.88,17.47,2.92,12.06,0,0,0.5595648607216541
Ica,2022,Julio,65.48,137902.488,179.93,0.0,172.56,24.46,63944.91,92.5,2453.18,0.0,85.0,37769.857,12415.52,204.45,116.58,0.0,35726.46000000001,390.585,77436.09000000001,1531.45,7180.900000000001,195.93,0.0,13.1,558.34,20272.76,169564.97,14981.05,305215.219,1175.27,548.12,948.13,5851.099999999999,0.0,20990.91,5027.05,18107.17,0.0,12.52,0.0,0.0,2273.6,87.03,374.67,0.0,0.0,0.0,90631.43,0.0,0.0,0.0,15085.05,0.0,599.3,12.96,0.33,0.01,95.95,70.56,16.93,22.69,12.86,17.6,3.53,9.830000000000002,0,0,0.56792321910042
Ica,2022,Agosto,65.48,148081.638,238.53,0.0,172.56,24.46,97659.31,3498.5,2453.18,0.0,85.0,37932.857,17540.35,255.55,116.58,0.0,40525.66,637.525,81236.09000000001,1738.95,7180.900000000001,258.03,0.0,13.1,947.17,29007.02,190653.77,21069.35,305365.219,1294.53,548.12,948.13,5851.099999999999,0.0,88169.29999999999,5552.55,22772.4,0.0,12.52,0.0,0.0,2364.6,122.63,1057.935,0.0,0.0,0.0,101593.94,0.0,0.0,0.0,15096.08,0.0,2999.3,13.73,0.32,0.01,95.94,67.46,16.95,23.06,12.39,17.95,3.33,10.67,0,0,0.6285214007716495
Ica,2022,Septiembre,65.48,157225.458,238.53,0.0,172.56,24.46,97659.31,3498.5,2807.48,0.0,355.0,44690.857,27074.75,304.44,116.58,0.0,56075.66,3737.725,86371.89000000001,1945.85,7180.900000000001,331.6,0.0,13.1,947.17,32220.02,198751.77,21438.53,305515.219,1294.53,548.12,948.13,5851.099999999999,0.0,114157.02,6829.67,25190.49,0.0,12.52,0.0,0.0,2726.46,145.58,1403.535,0.0,0.0,0.0,115768.42,0.0,0.0,0.0,15136.93,0.0,9337.3,18.67,0.32,0.0,95.95,63.21,17.32,24.98,12.58,18.6,3.62,12.4,0,0,0.7274525831600829
Ica,2022,Octubre,65.48,160990.138,238.53,0.0,172.56,24.46,97659.31,14184.3,3507.48,0.0,355.0,64896.65699999999,30624.55,334.29,116.58,0.0,66775.57,14947.725,86371.89000000001,2166.25,7180.900000000001,408.5,0.0,13.1,947.17,32387.02,200276.77,21438.53,309015.219,1294.53,582.58,948.13,5858.999999999999,0.0,119132.42,8361.27,25941.79,0.0,12.52,0.0,0.0,3148.25,435.78,2156.165,0.0,0.0,0.0,128395.71,0.0,0.0,0.0,15145.09,0.0,17137.3,22.61,0.32,0.01,95.95,63.94,17.39,23.55,11.74,19.07,3.4,11.81,0,0,0.7161793667764957
Ica,2022,Noviembre,65.48,163864.268,238.53,0.0,172.56,24.46,169520.89,22487.8,3813.48,0.0,355.0,86817.63699999999,31367.85,334.29,116.58,0.0,79120.06000000001,14947.725,86371.89000000001,2393.22,7180.900000000001,450.58,0.0,13.1,1098.22,32387.02,200276.77,21438.53,317590.619,1294.53,593.88,948.13,5858.999999999999,0.0,120667.42,9147.69,26225.79,0.0,12.52,0.0,0.0,3239.75,507.68,2156.165,0.0,0.0,0.0,140802.76,0.0,0.0,0.0,15281.96,0.0,21937.3,23.38,0.32,0.01,95.89,69.06,18.8,25.72,13.54,20.72,3.19,12.18,0,0,0.6714146404821308
Ica,2022,Diciembre,65.48,164894.11,250.34,0.0,172.56,24.46,184063.68,25287.8,5817.33,0.0,363.6,100305.48,32303.75,351.77,116.58,0.0,92827.31,17420.73,94366.03,2654.85,7186.400000000001,614.77,0.0,41.55,1585.22,32652.02,217968.77,24274.53,430564.88,1300.53,616.8800000000001,955.33,5905.099999999999,0.0,122609.22,10335.39,26982.37,0.0,12.52,0.0,0.0,3800.27,538.03,3255.74,0.0,0.0,0.0,150555.88,0.0,0.0,0.0,16260.82,0.0,23667.3,23.39,0.32,0.14,95.82,77.06,20.25,25.79,15.37,22.13,3.09,10.42,0,0,0.5447414647688273
Junin,2022,Enero,0.0,3894.0,0.0,102.0,0.0,0.0,0.0,361.3999999999999,206.7,0.0,0.0,0.0,365.3,4020.600000000001,1858.3,26.0,341.0,3136.2,7169.099999999999,19616.65,571.9999999999999,1347.3,43211.0,755.55,219.75,21734.95,1014.16,3076.600000000001,0.0,0.6,2.4,11.6,0.0,0.0,23204.4,10471.6,0.0,0.0,59.6,0.0,821.072,0.0,366.5,0.0,0.0,0.0,0.0,12780.5,0.0,396.0,937.9,0.0,28.85,0.0,15.46,0.65,4.39,90.92,81.43,23.37,32.48,17.92,23.31,0.23,14.56,0,1,0.533485254435321
